eiaid,entity,state,customers,eia_cost_per_kwh,offpeak_tou_cost_per_kwh,cost_per_kwh
6641,4-County Electric Power Assn,MS,39443.0,0.11531618,,0.11531618
84,A & N Electric Coop,MD,269.0,0.12704524,0.045655,0.045655
84,A & N Electric Coop,VA,31765.0,0.12105387000000001,0.045655,0.045655
12647,"ALLETE, Inc.",MN,123617.0,0.11183788,0.064794,0.064794
16611,Access Energy Coop,IA,8718.0,0.12775493000000002,,0.12775493000000002
97,Adams Electric Coop,IL,8706.0,0.14919749,0.085,0.085
40220,Adams Electric Cooperative Inc,PA,31183.0,0.12490736999999999,0.06,0.06
118,"Adams Rural Electric Coop, Inc",OH,7090.0,0.14079473,,0.14079473
108,Adams-Columbia Electric Coop,WI,34633.0,0.15943155,,0.15943155
150,Adrian Public Utilities Comm,MN,537.0,0.11357915,,0.11357915
155,Agralite Electric Coop,MN,4391.0,0.12351307,,0.12351307
58123,Aha Macav Power Service,AZ,404.0,0.092605634,,0.092605634
58123,Aha Macav Power Service,CA,81.0,0.091029273,,0.091029273
58123,Aha Macav Power Service,NV,209.0,0.11429748999999999,,0.11429748999999999
162,Aiken Electric Coop Inc,SC,46101.0,0.1370453,0.06,0.06
174,Aitkin Public Utilities Comm,MN,1641.0,0.10842814,0.048,0.048
176,Ajo Improvement Co,AZ,823.0,0.093887147,,0.093887147
25866,Ak-Chin Electric Utility Authority,AZ,319.0,0.10122959,,0.10122959
192,Akiachak Native Community Electric,AK,183.0,0.46651376,,0.46651376
195,Alabama Power Co,AL,1295794.0,0.13505671,0.0500333333333333,0.0500333333333333
207,Alameda Municipal Power,CA,32052.0,0.19967680999999998,,0.19967680999999998
191,Alamo Power District No 3,NV,605.0,0.12629780000000002,,0.12629780000000002
213,Alaska Electric Light&Power Co,AK,14901.0,0.12513847,,0.12513847
219,Alaska Power and Telephone Co,AK,5615.0,0.28693023,,0.28693023
221,"Alaska Village Elec Coop, Inc",AK,7922.0,0.5002847100000001,,0.5002847100000001
230,Albany Utility Board,GA,31473.0,0.11612132000000001,,0.11612132000000001
240,Albemarle Electric Member Corp,NC,12140.0,0.13748622,0.0552,0.0552
241,Albertville Municipal Utilities Board,AL,8147.0,0.096251939,,0.096251939
276,Alcorn County Elec Power Assn,MS,14808.0,0.11355783000000001,,0.11355783000000001
296,"Alfalfa Electric Coop, Inc",KS,214.0,0.0976458,,0.0976458
296,"Alfalfa Electric Coop, Inc",OK,2690.0,0.096343894,,0.096343894
305,Alger-Delta Coop Electric Assn,MI,9661.0,0.20335603,,0.20335603
307,Algoma Utility Comm,WI,1670.0,0.12368421,0.051,0.051
329,"Allamakee-Clayton El Coop, Inc",IA,9462.0,0.14616706000000002,,0.14616706000000002
392,Alpena Power Co,MI,13711.0,0.14085692,,0.14085692
407,Altamaha Electric Member Corp,GA,18827.0,0.13830761,,0.13830761
471,Amana Society Service Co,IA,710.0,0.13217511999999998,,0.13217511999999998
56697,Ameren Illinois Company,IL,459922.0,0.0973725,,0.0973725
562,Amicalola Electric Member Corp,GA,45653.0,0.11369589,,0.11369589
588,Anadarko Public Works Authority,OK,1914.0,0.09758979200000001,,0.09758979200000001
599,Anchorage Municipal Light and Power,AK,24881.0,0.21323275,,0.21323275
4959,Aniak Light & Power Co Inc,AK,170.0,0.61146497,,0.61146497
694,Anza Electric Coop Inc,CA,4435.0,0.18677613,,0.18677613
